,Ligand SMILES,IC50 (nM)
1246,CCC(C)(C)C(=O)O[C@H]1[C@H]([C@H](C)O)[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 7.6
1247,CC(C)c1nc(c(-c2cc(Cl)cc(Cl)c2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 7.660
1248,[Na+].CC(C)c1nc(C)cc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O, 7.7
1249,CC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 7.7
1251,CC(C)c1c(nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C(=O)NCc1ccccc1, 7.9
1252,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)N(C)Cc1ccccc1, 8
1254,CCCOC1C[C@@H](C[C@H](O1)\C=C\c1c(nc(nc1-c1ccc(F)cc1)N(C)S(C)(=O)=O)C(C)C)OC(=O)c1cccnc1, 8
1257,CC(C)c1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1cc(C)cc(C)c1, 8
1258,Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(Cl)c(Cl)c1, 8
1260,CCC\C(C)=C\[C@@H]1C[C@H](OC(=O)C(C)(C)CC)[C@H]2[C@H](C1)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1, 8
1263,CC(C)c1nc(c(-c2cccc(Cl)c2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 8.1
1264,CC(C)(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 8.15
1265,CC(C)c1cc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccncc1, 8.30
1266,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1cccc(Cl)c1)-c1ccc(F)cc1, 8.3
1267,CC(C)c1nc(c(-c2ccc(F)cc2C)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 8.4
1268,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)N1CCc2ccccc2C1, 8.4
1269,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)S(=O)(=O)N(C)Cc1ccccc1, 8.5
1270,CNc1cccc(c1)-c1nc(C(C)C)n(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1, 8.52
1271,CC(C)c1cc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1, 8.70
1272,CC(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1cc(C)c(Cl)c(C)c1, 8.70
1273,CCCCC(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 8.7
1274,CC(C)c1cc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccn1, 8.70
1275,CC(C)c1cc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1cccc(Cl)c1, 8.70
1276,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1ccccc1F)-c1ccc(F)cc1, 8.7
1277,CC(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1cccc(c1)S(C)(=O)=O, 8.70
1279,CC(C)c1cc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 8.70
1280,CNC(=O)c1c(c(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n1C(C)C)-c1ccc(F)cc1)-c1ccccc1, 8.8
1281,[Na+].CC(C)n1c(\C=C\[C@@H](O)C(F)(F)[C@@H](O)CC([O-])=O)c(-c2ccc(F)cc2)c2ccccc12, 8.9
1283,CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(cn1C1CCCCC1)-c1ccc(F)cc1, 9
1284,CC(C)c1c(nc(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 9
1285,CC(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccc(F)cc1, 9
1286,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)S(=O)(=O)Nc1ccccc1, 9
1287,CN(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 9
1288,CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N(C)Cc1cccc(F)c1F)-c1ccc(F)cc1, 9.0
1289,O[C@H](C[C@H](O)\C=C\c1c2CCCC(Cc3ccc4ccccc4c3)c2nn1-c1ccc(F)cc1)CC([O-])=O, 9
1290,CC(C)c1nc(C)cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1, 9
1291,CC(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1cccnc1, 9
1292,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H]([O-])CC(=O)O3)C12, 9.2
1294,CC(C)c1cc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1cccc(Br)c1, 9.30
1295,[Na+].CC(C)c1c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(cc(C)[n+]1[O-])-c1ccc(F)cc1, 9.4
1296,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)Nc1cccc(O)c1, 9.4
1297,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1ccccc1Cl)-c1ccc(F)cc1, 9.5
1298,CC(C)c1c(Br)c(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 9.52
1299,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c-2c1C(=O)N(Cc1ccccc-21)c1ccccc1)-c1ccc(F)cc1, 9.6
1300,CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)-c1ccc(C)cc1, 9.7
1301,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)N1CCSCC1, 9.7
1303,CC(C)N(Cc1ccccc1)C(=O)c1nn(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c1C(C)C)-c1ccc(F)cc1, 9.8
1304,CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N(C)Cc1ccc(C)cc1)-c1ccc(F)cc1, 9.9
1305,COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c1-c1ccc(F)cc1)C(C)C, 10
1306,CC(C)c1cc(SC(C)(C)Sc2cc(C(C)C)c(OC[C@H](O)C[C@@H](O)CC([O-])=O)c(c2)-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OC[C@H](O)C[C@@H](O)CC([O-])=O, 10
1307,Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(F)c(C)c1, 10
1308,Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1cc(C)c(F)c(C)c1, 10
1309,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12, 10
1312,[Na+].CC(C)c1nn(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)-c1ccccn1, 10
1313,CCCOC1C[C@H](O)C[C@H](O1)\C=C\c1c(nc(nc1-c1ccc(F)cc1)N(C)S(C)(=O)=O)C(C)C, 10
1314,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N1CCc2ccccc2C1)-c1ccc(F)cc1, 10
1315,CC(C)c1cc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1, 10.00
1317,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC3C[C@@H](O)CC(=O)O3)[C@@H]12, 11
1318,CCC(C)(C)C(=O)O[C@H]1[C@H](CO)[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 11
1319,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12, 11.2
1322,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(-c2ccc(F)cc2)c2c1c(=O)[nH]c1ccccc21, 11.7
1324,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)NO)-c1ccccc1, 12
1325,CCNC(=O)c1c(c(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n1C(C)C)-c1ccc(F)cc1)-c1ccccc1, 12
1326,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12, 12
1327,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(c1C(=O)Nc1ccccc1)-c1ccccc1)-c1ccc(F)cc1, 12
1328,COc1ccc(CNC(=O)c2nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c2C(C)C)-c2ccc(F)cc2)cc1, 12
1329,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 12
1330,COc1ccc(CN(C)C(=O)c2nn(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c2C(C)C)-c2ccc(F)cc2)cc1, 12
1331,CC(C)c1nc(Nc2cc(nn2C)C(C)(C)C)nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O, 12.4
1332,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(c1C(=O)Nc1ccccc1)-c1ccc(F)cc1)-c1ccc(F)cc1, 12.4
1333,CC[C@H](C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12, 13
1334,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12, 13
1335,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1, 13
1336,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)NCc1ccccc1, 13
1337,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@@H]12, 13
1338,Cc1cc(Cl)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(F)c(C)c1, 13
1339,Cc1ccc(C)c(-c2ccc(Cl)c(Cl)c2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1, 13
1340,Cc1cc(C)cc(c1)-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1, 13
1341,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12, 13
1342,O[C@H](C[C@H](O)\C=C\n1c(nc(c1-c1ccc(F)cc1)-c1ccc(F)cc1)C(F)(F)F)CC([O-])=O, 13
1343,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)CC2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 13
1345,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CCC(O)C[C@@H](O)CC(O)=O)C12, 13
1346,Cc1cc(C)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(F)cc1, 13
1347,CCC(C)(C)C(=O)O[C@H]1[C@@H](O)[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 13
1348,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(-c2ccc(F)cc2)c2c1c(=O)n(Cc1ccccc1)c1ccccc21, 13.9
1349,CC(C)(C)c1ccc(CC2CCCc3c2nn(c3\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c2ccc(F)cc2)cc1, 14
1350,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C[C@@H]2C=C[C@H](C)[C@H](CC[C@H](O)C[C@H](O)CC([O-])=O)[C@@H]12, 14
1351,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1cccc(F)c1)-c1ccc(F)cc1, 14
1352,CC(C)c1c(nn(c1OC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccc(F)cc1)C(=O)N1CCCC1c1ccccc1, 14
1353,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1cccc(F)c1F)-c1ccc(F)cc1, 14
1354,CCN(Cc1ccccc1)C(=O)c1nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c1C(C)C)-c1ccc(F)cc1, 14
1355,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)Nc1ccc(F)cc1, 15
1356,CC\C=C\[C@@H]1C[C@H](OC(=O)C(C)(C)CC)[C@H]2[C@H](C1)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1, 15
1357,CCCC(C)(C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C/C, 15
1358,CC(C)c1sc(C=C(C)C)c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 15
1359,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1ccc(C)cc1)-c1ccc(F)cc1, 15
1361,Cc1cc(C)cc(c1)-c1cc(C)cc(C)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1, 15
1362,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCCc1ccccc1)-c1ccc(F)cc1, 15
1363,CC(C)NC(=O)c1c(c(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n1C(C)C)-c1ccc(F)cc1)-c1ccccc1, 15
1364,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)[C@@H](OC(=O)N(Cc2ccccc2)Cc2ccccc2)[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 16
1365,COc1cccc(CNC(=O)c2nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c2C(C)C)-c2ccc(F)cc2)c1, 16
1366,CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N(C)Cc1ccccc1C)-c1ccc(F)cc1, 16
1367,Cc1cccc(c1)-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1, 16
1368,CCOc1cccc(CN(C)C(=O)c2nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c2C(C)C)-c2ccc(F)cc2)c1, 16
1369,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(-c2ccc(F)cc2)c2c1c(=O)n(-c1ccc(F)cc1)c1ccccc21, 16.4
1370,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(-c2ccc(F)cc2)c2c1c(=O)n(-c1ccccc1)c1ccccc21, 16.7
1371,CCC(C)C(=O)OC1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@@H]12, 16.8
1372,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@@H]12, 17
1373,CC(C)c1cc(cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1, 17
1374,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1ccccc1C)-c1ccc(F)cc1, 17
1375,O[C@H](CCn1c(nc(c1-c1ccc(F)cc1)-c1cccc(Cl)c1)C(F)(F)F)C[C@@H](O)CC([O-])=O, 17
1376,CC(C)c1c(nn(c1OC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccc(F)cc1)C(=O)NCC1CCCCC1, 17
1377,[Na+].O[C@H](C[C@H](O)\C=C\c1c(nn(c1-c1ccc(F)cc1)-c1ccccn1)C(F)(F)F)CC([O-])=O, 17
1379,CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)Nc1cccc(c1)C(N)=O, 18
1380,CC(C)(C)c1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1, 18
1381,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 18
1383,CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(cn1C(C)C)-c1ccc(F)cc1, 18.0
1384,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1ccc(F)cc1)-c1ccc(F)cc1, 18
1385,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12, 18
1386,CC(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O, 19
1388,CC(C)c1nc(cc(-c2ccc(F)cc2)c1CCC1C[C@@H](O)CC(=O)O1)-c1ccccc1, 19
1389,C[C@@H]1C[C@H](OC(=O)Cc2ccccc2)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1, 19
1390,CC(C)c1c(O)c(C(C)C)c(-c2ccc(F)cc2)c(OCC(O)C[C@@H](O)CC([O-])=O)c1C(C)C, 20
1391,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC(O)C[C@@H](O)CC([O-])=O)[C@@H]12, 20
1392,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12, 20
1393,O[C@H](C[C@H](O)\C=C\C(=C(c1ccc(F)cc1)c1ccc(F)cc1)n1cnnn1)CC([O-])=O, 20
1394,CCC(C)(C)C(=O)O[C@H]1[C@H]([C@@H](O)c2ccccc2)[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12, 20
1395,CCC\C(C)=C\[C@@H]1C[C@H](OC(=O)[C@@H](C)CC)[C@H]2[C@H](C1)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1, 20
1396,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(c1C(=O)N(C)C)-c1ccccc1)-c1ccc(F)cc1, 20
1397,COc1cccc(c1)-c1nc(n(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1)C(F)(F)F, 20
1398,CC(C)c1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)C(C)(C)C, 20
1399,CCC(C)(C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C\Cc1ccccc1, 20
1401,Cn1nnnc1C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(c1ccc(F)cc1)c1ccc(F)cc1, 21
1402,COc1cccc(CN(C)C(=O)c2nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c2C(C)C)-c2ccc(F)cc2)c1, 21
1403,CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)[C@H](C)c1ccccc1)-c1ccc(F)cc1, 21
1404,CCNC(=O)c1c(c(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n1C(C)C)-c1ccc(F)cc1)-c1ccccn1, 21
1405,CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)-c1ccc(Cl)cc1, 21
1406,Cc1cc(C)c(CCC2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(F)c(C)c1, 22
